pitcher_id,year,n_pitches,disruption_1,disruption_2,disruption_len_1,disruption_len_2,bias_1,bias_2,bias_len_1,bias_len_2
592866,2023,413,0.729,0.663,0.698,0.688,0.001,-0.332,-0.06,-0.276
592866,2024,469,0.888,0.772,0.847,0.804,-0.085,-0.487,-0.263,-0.494
592866,2025,632,0.86,0.823,0.855,0.845,0.07,-0.446,-0.145,-0.431
593334,2023,136,0.693,0.855,0.713,0.828,0.459,0.322,0.488,0.379
593334,2024,176,0.795,0.883,0.727,0.798,0.457,0.191,0.446,0.266
593423,2023,10,0.588,0.631,0.637,0.655,-0.045,-0.132,-0.294,-0.397
593423,2024,1156,0.812,0.834,0.741,0.803,-0.045,0.203,0.046,0.194
593423,2025,331,0.837,0.789,0.793,0.77,-0.057,0.05,-0.063,-0.012
593576,2023,231,0.712,0.912,0.702,0.897,0.335,0.413,0.395,0.425
593576,2024,472,0.81,0.942,0.825,0.928,0.335,0.302,0.367,0.333
593576,2025,236,0.814,0.905,0.821,0.906,0.285,0.149,0.243,0.145
593833,2023,14,0.881,0.816,0.648,0.616,0.069,-0.255,0.182,-0.024
593833,2024,1,0.561,1.496,0.191,0.646,0.961,1.196,0.391,0.446
593833,2025,68,0.578,0.931,0.7,0.857,0.515,0.508,0.508,0.476
593934,2024,2,0.18,0.76,0.56,0.806,0.22,-1.06,-0.36,-1.006
593958,2023,560,0.955,0.722,0.797,0.733,-0.267,-0.201,-0.163,-0.134
593958,2024,378,0.84,0.708,0.759,0.747,-0.182,-0.178,-0.112,-0.127
593958,2025,1142,0.827,0.7,0.789,0.758,-0.182,-0.244,-0.142,-0.192
593974,2023,157,0.779,0.952,0.752,0.889,0.094,0.367,0.254,0.414
593974,2024,251,0.833,0.886,0.747,0.85,-0.034,0.246,0.117,0.272
593974,2025,515,0.829,0.922,0.736,0.838,-0.012,0.277,0.062,0.221
594580,2023,190,0.902,0.68,0.838,0.766,-0.269,-0.268,-0.249,-0.229
594580,2024,262,0.873,0.805,0.821,0.801,-0.082,-0.131,-0.162,-0.19
594580,2025,121,0.951,0.99,1.045,1.043,0.207,-0.05,0.242,0.096
594798,2024,77,0.861,0.929,0.74,0.939,-0.262,0.129,0.113,0.372
594798,2025,1282,0.843,0.895,0.702,0.812,-0.179,0.245,-0.045,0.218
594835,2024,224,0.813,0.837,0.764,0.782,0.202,-0.185,0.017,-0.224
594902,2023,246,0.771,0.733,0.781,0.774,0.13,-0.135,0.001,-0.162
594902,2024,1067,0.783,0.744,0.792,0.773,0.15,-0.181,-0.045,-0.239
594902,2025,315,0.751,0.714,0.753,0.746,0.16,-0.184,0.057,-0.153
594943,2023,195,0.753,0.766,0.748,0.779,0.242,-0.114,0.179,-0.053
595014,2024,332,0.844,0.899,0.867,0.915,0.054,0.107,0.11,0.137
595014,2025,225,0.938,0.877,0.879,0.862,-0.038,-0.048,0.004,-0.012
595345,2023,211,0.872,0.886,0.855,0.837,0.228,-0.029,0.139,-0.02
595345,2024,249,0.853,0.78,0.865,0.856,0.182,-0.152,0.171,-0.007
595345,2025,512,0.907,0.893,0.881,0.904,0.464,0.112,0.38,0.178
595881,2024,87,0.869,0.844,0.716,0.662,0.139,0.048,-0.076,-0.128
595897,2024,60,0.751,0.816,0.731,0.857,-0.094,0.299,0.125,0.366
595897,2025,35,0.745,0.761,0.685,0.737,-0.1,-0.045,0,0.027
595928,2023,19,0.94,0.916,0.714,0.78,-0.198,-0.155,-0.059,-0.043
595928,2024,23,0.561,0.659,0.586,0.698,0.014,0.188,0.081,0.156
595928,2025,264,0.692,0.82,0.695,0.835,0.056,0.255,0.117,0.226
595978,2023,22,0.876,0.917,0.933,0.899,0.836,-0.428,-0.11,-0.565
595978,2024,7,0.779,1.169,0.578,0.691,0.501,-0.971,-0.026,-0.544
595978,2025,18,0.643,0.854,0.714,0.792,0.542,-0.803,0.182,-0.366
596001,2023,258,0.79,0.776,0.724,0.747,-0.026,-0.176,0.031,-0.084
596001,2024,402,0.745,0.737,0.702,0.749,-0.015,-0.156,0.102,0.01
596001,2025,430,0.739,0.79,0.697,0.754,0.126,-0.101,0.172,0.012
596057,2023,93,0.885,0.752,0.842,0.78,-0.068,-0.504,-0.098,-0.365
596103,2025,4,1.298,0.894,1.431,1.039,1.698,0.594,0.667,-0.071
596112,2023,170,0.835,1.192,0.762,1.027,0.41,0.645,0.516,0.619
596112,2025,77,0.689,1.137,0.75,0.963,0.599,0.603,0.589,0.526
596117,2024,29,1.078,0.914,1.031,1.058,1.261,0.198,0.764,0.396
596133,2023,407,0.826,0.826,0.838,0.841,-0.008,0.028,0.016,0.026
596133,2024,601,0.782,0.927,0.703,0.862,0.059,0.357,0.148,0.319
596133,2025,503,0.8,1.049,0.779,0.993,0.208,0.51,0.336,0.51
596142,2025,6,0.67,0.527,0.674,0.528,0.874,-0.317,0.874,0.328
596271,2023,191,0.751,0.762,0.654,0.664,0.245,-0.092,0.072,-0.144
596271,2025,125,0.673,0.676,0.648,0.677,0.266,-0.285,0.25,-0.058
596295,2023,339,0.778,0.746,0.769,0.768,0.137,-0.251,0.181,-0.038
596295,2024,1115,0.786,0.767,0.729,0.74,0.163,-0.265,0.146,-0.089
596295,2025,467,0.741,0.764,0.688,0.729,0.251,-0.282,0.248,-0.029
598264,2024,86,0.654,0.7,0.644,0.694,0.09,-0.152,0.053,-0.101
598286,2023,136,0.896,0.94,0.759,0.765,0.513,0.052,0.243,-0.013
598286,2024,85,0.82,0.708,0.689,0.654,0.251,-0.234,0.126,-0.131
600917,2023,232,0.859,1.14,0.87,1.099,0.38,0.538,0.452,0.525
600917,2024,515,0.865,1.02,0.767,0.947,0.377,0.475,0.419,0.469
600917,2025,103,0.852,0.992,0.703,0.864,0.407,0.451,0.427,0.438
600921,2023,231,0.736,0.817,0.715,0.757,-0.066,0.238,-0.033,0.14
600986,2023,20,0.997,1.048,0.837,0.84,0.108,0.424,0.16,0.331
600986,2024,299,0.776,0.863,0.721,0.826,-0.063,0.355,0.063,0.318
601713,2023,539,0.787,0.843,0.784,0.847,0.095,0.116,0.096,0.111
601713,2024,1090,0.753,0.833,0.769,0.836,0.275,0.157,0.246,0.175
601713,2025,1264,0.715,0.811,0.743,0.801,0.31,0.151,0.178,0.092
605121,2024,425,0.878,0.875,0.776,0.772,-0.047,0.103,-0.087,-0.008
605130,2023,247,0.905,0.948,0.864,0.853,0.226,-0.004,-0.064,-0.185
605130,2024,392,0.935,0.992,0.899,0.915,0.284,-0.022,0.024,-0.138
605130,2025,498,0.863,0.915,0.87,0.927,0.416,0.173,0.295,0.154
605135,2023,606,0.959,0.779,0.895,0.838,0.06,-0.263,-0.144,-0.286
605135,2024,1189,1.012,0.792,0.917,0.826,-0.04,-0.32,-0.288,-0.409
605135,2025,1250,1,0.818,0.915,0.832,-0.007,-0.359,-0.279,-0.437
605154,2023,82,0.781,0.728,0.676,0.685,0.057,-0.077,-0.011,-0.103
605154,2024,446,0.762,0.793,0.772,0.79,0.048,-0.079,-0.042,-0.123
605154,2025,205,0.758,0.786,0.73,0.73,0.123,-0.022,0.062,-0.045
605155,2024,164,0.862,0.737,0.719,0.69,-0.105,-0.194,-0.122,-0.168
605156,2024,188,0.751,0.634,0.636,0.601,-0.13,-0.176,-0.036,-0.075
605177,2023,152,0.802,0.737,0.727,0.677,-0.029,0.129,0.02,0.11
605177,2024,412,0.809,0.861,0.743,0.795,0.132,0.038,0.138,0.075
605177,2025,255,0.793,0.844,0.727,0.748,0.26,0.016,0.195,0.049
605182,2023,495,0.79,0.859,0.746,0.802,0.195,0.173,0.1,0.091
605182,2024,136,0.797,0.917,0.732,0.852,0.292,0.248,0.196,0.168
605182,2025,41,0.643,0.604,0.713,0.71,-0.02,-0.073,0.018,-0.014
605200,2023,218,0.867,0.78,0.803,0.785,0.191,-0.171,0.156,-0.061
605218,2024,4,1.227,1.391,1.054,1.044,0.101,-0.618,-0.042,-0.38
605218,2025,36,0.653,0.924,0.648,0.844,0.602,0.525,0.556,0.513
605242,2023,126,0.895,0.865,0.772,0.794,0.022,0.014,0.061,0.051
605242,2025,38,0.75,0.919,0.795,0.921,0.244,0.288,0.356,0.361
605280,2023,184,1.018,0.828,0.808,0.748,-0.305,0.164,-0.159,0.133
605280,2024,438,1.002,0.894,0.852,0.798,-0.094,0.146,-0.033,0.109
605280,2025,1119,0.855,0.766,0.733,0.724,-0.12,-0.065,-0.054,-0.029
605288,2023,399,0.757,0.708,0.716,0.745,-0.033,-0.039,0.02,0.026
605288,2024,464,0.885,0.759,0.82,0.753,-0.1,-0.123,-0.147,-0.16
605288,2025,884,0.856,0.769,0.804,0.758,-0.129,0.038,-0.142,-0.043
605335,2024,59,1.039,1.112,0.894,0.951,0.325,-0.228,0.14,-0.17
605347,2023,222,0.862,0.849,0.798,0.817,-0.185,-0.012,-0.154,-0.053
605347,2024,305,0.895,0.872,0.801,0.825,-0.1,0.074,-0.086,0.012
605347,2025,186,0.947,0.825,0.822,0.871,-0.231,-0.212,-0.024,0.001
605397,2023,138,0.798,0.74,0.729,0.695,-0.067,-0.3,-0.107,-0.242
605397,2024,646,0.723,0.797,0.723,0.779,0.092,-0.058,0.031,-0.068
605400,2023,585,0.741,0.827,0.687,0.736,0.121,0.025,0.044,-0.012
605400,2024,1414,0.722,0.79,0.709,0.744,0.227,0.037,0.085,-0.017
605400,2025,705,0.708,0.744,0.673,0.717,0.248,0.001,0.197,0.07
605446,2023,22,0.452,0.51,0.479,0.527,0.654,0.1,0.321,-0.036
605447,2023,145,0.778,0.854,0.781,0.843,-0.074,0.113,-0.113,-0.016
605447,2024,93,0.786,0.888,0.744,0.713,0.007,0.18,-0.123,-0.045
605447,2025,306,0.775,0.866,0.782,0.825,0.161,0.073,0.135,0.053
605452,2024,546,0.807,0.844,0.736,0.801,0,0.149,0.087,0.165
605452,2025,405,0.86,0.734,0.76,0.753,-0.208,-0.077,-0.099,-0.019
605463,2023,81,0.91,0.811,0.713,0.759,-0.213,-0.252,-0.098,-0.135
605463,2024,460,0.812,0.807,0.742,0.817,-0.005,-0.103,0.109,0.036
605463,2025,215,0.739,0.761,0.768,0.837,-0.021,-0.2,0.091,-0.027
605483,2023,559,0.866,0.861,0.779,0.835,0.05,0.128,0.065,0.112
605483,2024,755,0.823,0.878,0.759,0.829,0.164,0.202,0.17,0.189
605483,2025,443,0.912,0.916,0.857,0.885,0.163,0.188,0.046,0.049
605488,2024,252,0.837,0.923,0.825,0.897,0.371,-0.02,0.311,0.082
605488,2025,1251,0.824,0.895,0.79,0.821,0.442,0.068,0.219,0.001
605498,2023,234,0.873,0.806,0.701,0.708,0.06,-0.081,0.107,0.026
605507,2025,27,0.935,0.726,0.906,0.906,-0.061,-0.45,-0.178,-0.397
605513,2024,329,0.941,0.7,0.767,0.681,-0.236,-0.312,-0.214,-0.262
605513,2025,56,0.768,0.705,0.742,0.707,-0.126,-0.365,-0.259,-0.385
605540,2023,407,0.902,0.994,0.872,1,0.156,0.396,0.228,0.374
605540,2025,458,0.891,0.852,0.847,0.859,0.087,0.126,0.108,0.126
606149,2023,175,0.849,0.922,0.807,0.915,0.325,0.348,0.391,0.379
606149,2024,155,0.849,0.974,0.877,0.951,0.412,0.222,0.432,0.294
606160,2023,252,0.81,0.903,0.759,0.838,-0.119,0.287,-0.078,0.171
606160,2024,276,0.777,0.831,0.769,0.833,-0.148,0.224,-0.067,0.166
606160,2025,490,0.759,0.859,0.72,0.78,0.006,0.153,0.042,0.111
606303,2023,178,0.869,0.754,0.765,0.761,-0.244,-0.242,-0.173,-0.171
606303,2024,388,0.782,0.81,0.682,0.825,-0.017,0.086,0.136,0.202
606303,2025,180,0.913,0.925,0.83,0.909,-0.17,-0.185,-0.067,-0.071
606930,2023,106,0.861,0.752,0.746,0.713,-0.277,-0.001,-0.209,-0.05
606930,2024,526,0.842,0.747,0.695,0.69,-0.256,0.045,-0.161,0.025
606930,2025,64,0.809,0.703,0.687,0.655,-0.192,-0.072,-0.152,-0.087
606965,2023,80,0.788,0.903,0.769,0.857,0.443,0.17,0.444,0.287
606965,2024,189,0.832,0.892,0.86,0.961,0.297,0.176,0.35,0.277
606965,2025,107,0.765,0.776,0.74,0.806,0.244,-0.139,0.262,0.038
606996,2025,285,0.789,0.782,0.8,0.794,0.164,-0.097,0.036,-0.141
607067,2023,358,0.808,0.726,0.757,0.757,-0.089,-0.1,-0.107,-0.125
607067,2024,1140,0.797,0.72,0.736,0.733,-0.014,-0.056,0.01,-0.024
607067,2025,1148,0.807,0.748,0.737,0.727,-0.036,-0.045,-0.018,-0.03
607074,2023,536,0.736,0.869,0.775,0.932,0.014,0.181,0.17,0.276
607074,2024,1411,0.77,0.885,0.719,0.88,0.005,0.193,0.163,0.273
607074,2025,1380,0.786,0.855,0.719,0.802,0.019,0.107,0.077,0.113
607179,2023,232,0.879,0.862,0.755,0.791,-0.2,0.05,-0.097,0.053
607179,2024,323,0.747,0.816,0.659,0.797,-0.082,0.159,0.005,0.154
607179,2025,42,0.803,0.929,0.726,0.747,0.118,0.448,0.081,0.272
607188,2023,22,0.788,0.869,0.889,1.095,-0.146,-0.039,0.338,0.418
607192,2023,537,0.908,0.839,0.803,0.822,-0.165,0.058,-0.122,0.01
607192,2024,822,0.852,0.852,0.802,0.805,-0.128,0.132,-0.156,-0.003
607192,2025,593,0.847,0.857,0.797,0.817,-0.097,0.069,-0.121,-0.017
607200,2024,1205,0.85,0.696,0.8,0.716,-0.153,-0.204,-0.195,-0.245
607200,2025,987,0.837,0.684,0.752,0.68,-0.111,-0.166,-0.11,-0.15
607216,2023,27,0.912,0.806,0.772,0.675,-0.146,-0.065,-0.258,-0.229
607237,2024,37,1.05,1.166,0.936,0.946,0.365,0.242,0.214,0.097
607259,2023,316,1.014,1.028,0.941,0.976,0.198,0.002,0.143,0.034
607259,2024,971,0.875,0.842,0.847,0.879,0.169,-0.024,0.192,0.077
607259,2025,1157,0.835,0.817,0.785,0.838,0.16,-0.028,0.188,0.087
607359,2023,60,0.787,0.696,0.82,0.751,-0.092,-0.326,-0.307,-0.461
607455,2024,384,0.855,0.917,0.787,0.836,-0.05,0.233,-0.037,0.126
607455,2025,475,0.792,0.809,0.753,0.799,-0.011,0.071,0.037,0.076
607457,2023,66,0.794,0.648,0.727,0.649,0.206,-0.067,0.04,-0.098
607481,2023,196,1.184,0.923,1.053,0.924,-0.44,-0.508,-0.399,-0.429
607481,2024,374,1.179,0.861,1.07,0.889,-0.403,-0.451,-0.433,-0.453
607481,2025,374,0.969,0.817,0.913,0.83,-0.213,-0.55,-0.26,-0.441
607536,2023,410,0.766,0.734,0.761,0.771,-0.008,-0.307,0.062,-0.139
607536,2024,783,0.792,0.712,0.713,0.729,-0.145,-0.221,-0.026,-0.088
607536,2025,1195,0.787,0.733,0.727,0.744,-0.076,-0.227,0.015,-0.089
607625,2023,564,0.783,0.747,0.76,0.754,-0.061,-0.164,-0.137,-0.186
607625,2024,1326,0.761,0.709,0.743,0.742,-0.018,-0.194,-0.045,-0.139
607625,2025,994,0.814,0.781,0.772,0.781,0.143,-0.212,0.073,-0.113
607644,2023,172,0.882,0.903,0.827,0.908,0.559,0.271,0.583,0.409
607644,2024,146,0.81,0.965,0.855,0.951,0.722,0.421,0.698,0.495
607732,2023,29,0.912,0.924,0.921,0.877,0.976,-0.261,0.356,-0.162
607732,2025,12,0.862,1.022,1.253,1.291,0.844,-0.526,0.726,0.116
607755,2023,106,0.85,0.865,0.904,0.896,-0.139,-0.857,-0.21,-0.596
608032,2023,266,0.724,0.925,0.744,0.962,-0.092,0.267,0.098,0.324
608032,2024,394,0.851,0.91,0.821,0.938,-0.145,0.154,-0.024,0.166
608032,2025,483,0.849,0.835,0.826,0.893,-0.096,0.068,0.037,0.127
608331,2023,341,0.939,0.804,0.794,0.779,-0.036,-0.117,-0.041,-0.033
608331,2024,1159,0.966,0.737,0.855,0.764,-0.15,-0.261,-0.197,-0.217
608331,2025,1396,1.002,0.744,0.865,0.739,-0.213,-0.169,-0.245,-0.181
608334,2023,63,0.699,0.762,0.637,0.738,0.082,-0.005,0.23,0.16
608334,2024,636,0.846,0.77,0.748,0.776,-0.174,-0.07,-0.055,-0.006
608334,2025,200,0.821,0.806,0.704,0.753,-0.119,-0.1,-0.014,-0.018
608337,2023,586,0.971,0.951,0.932,0.903,0.412,0.112,0.252,0.062
608337,2025,1069,0.886,0.906,0.898,0.905,0.323,0.158,0.228,0.116
608344,2023,287,0.891,0.756,0.812,0.75,-0.166,-0.328,-0.184,-0.289
608344,2024,764,0.758,0.749,0.764,0.771,0.173,-0.086,0.065,-0.073
608348,2023,20,0.741,0.695,0.885,0.894,0.834,-0.554,0.27,-0.187
608371,2023,206,0.775,0.927,0.819,0.975,0.312,0.179,0.485,0.399
608371,2024,369,0.847,0.958,0.848,0.956,0.24,0.148,0.324,0.254
608371,2025,98,0.903,0.845,0.832,0.888,-0.15,-0.203,0.022,-0.009
608372,2025,1144,0.727,0.724,0.681,0.685,0.076,-0.065,0.025,-0.073
608379,2023,383,0.931,0.934,0.849,0.84,0.56,0.314,0.386,0.221
608379,2024,1155,0.876,0.838,0.846,0.832,0.265,0.086,0.148,0.047
608379,2025,1236,0.894,0.815,0.819,0.795,0.272,0.02,0.165,0.031
608566,2024,31,0.693,0.995,0.681,0.858,0.257,0.559,0.322,0.489
608566,2025,954,0.836,0.792,0.743,0.756,-0.085,0.067,-0.012,0.07
608638,2023,132,0.948,0.771,0.828,0.746,-0.227,0.004,-0.236,-0.098
608638,2024,237,0.728,0.782,0.689,0.744,0.059,0.16,0.082,0.131
608648,2023,13,0.376,0.574,0.702,0.888,0.37,-0.028,0.614,0.404
608648,2024,67,0.834,0.809,0.744,0.725,-0.118,-0.369,-0.157,-0.304
608650,2025,380,0.84,0.723,0.803,0.789,-0.089,-0.177,-0.091,-0.149
608665,2023,191,0.788,0.768,0.695,0.703,-0.106,0.143,-0.05,0.102
608665,2025,126,0.816,0.894,0.687,0.752,0.028,0.186,0.082,0.175
608671,2025,5,1.472,0.9,1.982,1.678,1.872,0.441,2.182,1.431
608678,2023,231,0.824,0.836,0.77,0.763,-0.135,0.12,-0.121,0.029
608678,2024,146,0.817,0.799,0.744,0.714,-0.095,0.148,-0.099,0.035
608717,2023,249,0.796,0.669,0.685,0.694,-0.143,-0.155,-0.023,-0.029
608717,2024,393,0.849,0.737,0.797,0.76,-0.134,-0.341,-0.222,-0.343
608717,2025,179,0.821,0.776,0.8,0.769,-0.058,-0.348,-0.173,-0.356
608718,2023,186,1.033,1.032,1.001,1.018,0.309,-0.42,0.066,-0.324
608718,2024,452,0.941,0.931,0.919,0.951,0.061,-0.63,-0.043,-0.427
608718,2025,499,1.029,0.947,1.022,1.017,0.009,-0.561,-0.079,-0.393
608723,2023,29,0.924,0.8,0.911,0.882,-0.097,-0.171,-0.195,-0.233
608723,2024,430,0.857,0.799,0.763,0.76,0.162,-0.11,-0.033,-0.162
612434,2023,185,0.905,1.01,0.836,0.894,0.037,0.257,-0.045,0.076
612434,2024,80,0.837,0.799,0.738,0.771,-0.053,0.048,-0.049,0.015
612434,2025,40,0.918,0.845,0.601,0.66,-0.033,0.177,-0.002,0.116
613534,2023,47,1.123,0.919,0.958,0.89,-0.533,-0.624,-0.504,-0.586
613534,2024,297,0.9,0.816,0.83,0.854,-0.269,-0.318,-0.155,-0.208
614179,2023,28,0.964,0.748,0.786,0.709,-0.319,-0.088,-0.231,-0.088
614179,2024,382,0.852,0.732,0.692,0.744,-0.259,-0.082,-0.053,0.061
614179,2025,142,0.799,0.823,0.8,0.878,-0.122,0.023,0.005,0.087
615698,2023,240,0.73,0.718,0.647,0.669,0.025,-0.082,0.052,-0.026
615698,2024,1033,0.822,0.772,0.772,0.77,0.027,-0.068,0.076,0.009
615698,2025,889,0.727,0.761,0.743,0.789,0.104,-0.03,0.135,0.04
620443,2025,7,1.126,0.937,1.259,1.251,1.235,0.181,0.65,0.352
620454,2025,238,0.858,0.787,0.843,0.811,-0.049,-0.156,-0.057,-0.13
620982,2024,65,0.721,0.8,0.736,0.792,0.111,0.106,0.248,0.226
621016,2023,224,1.012,0.767,0.905,0.812,-0.338,-0.246,-0.238,-0.17
621016,2024,103,0.899,0.84,0.897,0.859,-0.142,-0.162,-0.071,-0.089
621028,2025,21,0.815,0.877,0.499,0.595,1.008,0.054,0.221,-0.072
621051,2023,135,0.851,0.858,0.839,0.867,0.529,0.102,0.444,0.195
621051,2024,252,0.908,0.914,0.875,0.865,0.372,0.177,0.256,0.128
621051,2025,442,0.759,0.865,0.709,0.784,0.369,0.063,0.201,0.008
621053,2024,371,0.815,0.777,0.719,0.838,-0.181,0.077,0.047,0.215
621053,2025,425,0.792,0.782,0.702,0.817,-0.091,0.012,0.061,0.128
621057,2023,6,0.723,1.1,0.748,1.011,0.765,0.8,0.786,0.789
621057,2025,38,0.669,0.664,0.675,0.732,0.036,-0.064,0.115,0.046
621074,2023,35,0.85,0.555,0.589,0.578,-0.377,-0.12,-0.131,0.021
621097,2024,72,0.962,0.886,0.826,0.807,-0.279,-0.584,-0.268,-0.445
621107,2023,530,0.786,0.731,0.725,0.719,0.113,-0.094,0.035,-0.08
621107,2024,1073,0.809,0.743,0.746,0.732,0.089,-0.146,0.011,-0.121
621107,2025,527,0.857,0.769,0.806,0.76,0.12,-0.142,-0.025,-0.172
621111,2024,576,0.882,0.743,0.811,0.735,-0.066,-0.049,-0.184,-0.15
621111,2025,938,0.746,0.742,0.687,0.701,0.05,-0.008,-0.042,-0.071
621112,2023,503,0.754,0.739,0.717,0.718,0.07,-0.126,-0.008,-0.137
621112,2024,504,0.774,0.757,0.739,0.755,0.066,-0.121,0.018,-0.109
621112,2025,292,0.854,0.756,0.772,0.723,-0.088,-0.212,-0.182,-0.264
621114,2024,277,0.739,0.822,0.712,0.766,0.07,0.007,-0.007,-0.076
621114,2025,16,0.785,1.095,0.705,0.821,0.46,0.295,0.395,0.26
621121,2025,442,0.815,0.769,0.792,0.795,-0.084,-0.396,-0.088,-0.285
621139,2025,139,0.893,0.902,0.875,0.879,0.403,0.085,0.316,0.113
621199,2023,31,1.238,0.832,1.051,0.797,-0.447,-0.487,-0.483,-0.477
621199,2024,205,0.852,0.719,0.723,0.689,0.078,-0.068,0.008,-0.104
621199,2025,187,0.863,0.785,0.878,0.803,-0.056,-0.297,-0.18,-0.349
621237,2023,143,0.947,0.957,0.809,0.948,-0.273,0.266,-0.037,0.308
621237,2024,432,0.822,0.947,0.728,0.92,-0.135,0.454,0.064,0.437
621237,2025,206,0.89,0.829,0.757,0.838,-0.331,0.209,-0.113,0.227
621242,2024,407,0.838,0.988,0.739,0.936,0.026,0.404,0.196,0.418
621242,2025,462,0.903,0.939,0.782,0.894,-0.095,0.234,0.008,0.199
621244,2023,574,0.82,0.772,0.736,0.732,-0.073,-0.074,-0.088,-0.098
621244,2024,1207,0.825,0.749,0.767,0.775,-0.099,-0.106,-0.077,-0.084
621244,2025,1128,0.762,0.785,0.719,0.76,0.059,-0.027,0.082,0.016
621294,2023,71,0.928,0.905,0.774,0.814,0.233,0.24,0.189,0.19
621294,2024,96,0.876,0.905,0.819,0.869,0.243,0.204,0.144,0.106
621295,2023,68,0.73,0.583,0.603,0.627,-0.144,-0.333,-0.04,-0.157
621345,2023,179,0.793,0.8,0.705,0.827,-0.064,0.166,0.091,0.221
621345,2024,242,0.773,0.892,0.746,0.84,0.027,0.249,0.136,0.255
621345,2025,67,0.921,0.764,0.841,0.915,-0.28,-0.019,0.037,0.196
621363,2023,194,0.823,0.879,0.87,0.94,0.062,-0.018,0.143,0.076
621363,2024,231,0.722,0.857,0.765,0.866,0.286,0.17,0.251,0.16
621363,2025,80,0.932,0.967,0.854,0.903,-0.012,-0.064,-0.043,-0.082
621366,2023,217,0.802,0.872,0.765,0.803,0.137,0.052,0.164,0.083
621366,2024,62,0.906,0.85,0.74,0.744,0.031,0.008,0.026,-0.026
621366,2025,252,0.873,0.903,0.751,0.785,0.294,0.134,0.26,0.137
621368,2023,90,0.892,0.816,0.664,0.763,-0.245,-0.09,0.103,0.196
621381,2023,248,0.709,0.734,0.738,0.781,0.015,0.065,0.064,0.089
621381,2024,461,0.794,0.826,0.788,0.861,-0.03,0.049,0.093,0.14
621381,2025,489,0.783,0.881,0.866,0.954,0.222,0.042,0.261,0.139
621383,2023,268,0.982,0.752,0.869,0.797,-0.353,-0.614,-0.259,-0.414
621383,2024,516,1.051,0.803,0.896,0.807,-0.478,-0.629,-0.394,-0.485
621383,2025,511,0.981,0.818,0.871,0.822,-0.344,-0.645,-0.243,-0.424
621389,2023,468,0.849,0.762,0.797,0.771,-0.095,-0.452,-0.091,-0.303
621389,2024,526,0.921,0.778,0.838,0.784,-0.244,-0.649,-0.225,-0.456
621399,2024,21,0.82,0.63,0.859,0.763,-0.353,-0.56,-0.487,-0.588
621512,2025,5,0.657,0.258,0.594,0.587,1.057,-0.205,0.084,-0.434
621550,2024,6,0.473,0.757,0.581,0.617,0.745,-0.324,-0.321,-0.61
622065,2023,149,0.763,0.83,0.674,0.788,0.227,0.131,0.272,0.187
622065,2024,118,0.664,0.764,0.667,0.774,0.374,0.248,0.511,0.404
622072,2023,374,0.855,0.777,0.782,0.773,-0.218,-0.479,-0.155,-0.323
622072,2024,220,0.824,0.676,0.749,0.738,-0.239,-0.511,-0.256,-0.427
622075,2023,67,0.966,1.06,0.953,1.044,0.282,0.318,0.304,0.306
622075,2024,88,0.832,0.944,0.83,0.91,0.259,0.342,0.285,0.339
622088,2023,37,0.868,0.618,0.684,0.587,-0.282,-0.431,-0.242,-0.31
622088,2024,3,0.822,0.506,0.669,0.571,-0.422,-0.511,-0.459,-0.526
622098,2023,236,0.848,0.94,0.726,0.841,0.172,0.199,0.214,0.236
622098,2024,128,0.765,0.802,0.687,0.783,0.075,0.133,0.222,0.248
622103,2023,70,0.817,0.821,0.697,0.896,-0.044,0.185,0.168,0.324
622103,2024,38,0.795,1.089,0.766,0.951,0.345,0.467,0.289,0.343
622110,2023,7,0.744,0.451,1.079,0.94,1.144,0.08,1.272,0.74
622250,2023,97,0.902,0.816,0.742,0.797,-0.313,-0.256,-0.089,-0.054
622250,2024,124,0.834,0.806,0.801,0.89,-0.173,-0.157,-0.03,-0.014
622251,2024,175,0.783,0.677,0.699,0.698,-0.164,-0.225,-0.124,-0.178
622253,2024,238,0.836,0.778,0.769,0.76,0.099,-0.024,-0.006,-0.071
622253,2025,53,0.82,0.724,0.736,0.7,0.354,-0.049,0.227,0
622259,2023,104,0.859,0.853,0.712,0.696,0.106,0.297,0.081,0.188
622259,2024,82,0.977,0.894,0.836,0.843,-0.098,0.135,-0.017,0.113
622268,2024,5,0.696,1.295,0.883,1.091,0.742,-0.531,0.35,-0.129
622379,2025,70,0.764,0.769,0.7,0.766,0.126,0.06,0.17,0.121
622491,2023,741,0.844,0.868,0.739,0.827,-0.06,0.214,0.07,0.238
622491,2024,1275,0.826,0.819,0.757,0.795,-0.092,0.163,-0.025,0.129
622491,2025,1437,0.766,0.8,0.747,0.807,-0.037,0.177,0.043,0.173
622503,2023,13,0.6,0.739,0.737,0.782,0.84,0.266,0.526,0.181
622503,2024,33,0.742,0.843,0.671,0.727,0.463,-0.118,0.178,-0.175
622503,2025,242,0.798,0.768,0.769,0.755,0.473,-0.089,0.258,-0.053
622554,2023,185,0.839,0.905,0.76,0.904,-0.198,0.284,-0.022,0.288
622554,2024,448,0.894,0.98,0.792,0.879,0.001,0.391,0.046,0.271
622554,2025,470,0.946,0.977,0.795,0.85,0.03,0.33,0.056,0.225
622569,2023,5,1.445,1.663,0.691,0.653,-0.24,-1.299,-0.227,-0.756
622569,2024,7,0.593,1.139,0.792,1.019,0.205,-1.439,-0.553,-1.219
